shot,status,reason,n_samples,n_windows,duration_ms,k_in_mean,k_in_std,k_in_max,k_in_min,n_events,event_severity_max,B_mean,S_mean,R_mean,D_mean,I_mean
2001_5th_Bolometer_Shot027300-027399_Bolometer027386-001,ok,1ch_raw,854356,854,854.356,0.121865,0.0,0.121865,0.121865,7,19905.148449963894,0.999985,0.01,0.997613,0.002804,0.52295
2001_5th_Bolometer_Shot027300-027399_Bolometer027395-001,ok,1ch_raw,806488,806,806.488,0.117827,0.0,0.117827,0.117827,8,19973.136109349452,0.999985,0.01,0.997959,0.002371,0.523024
2001_5th_Bolometer_Shot027400-027499_Bolometer027448-001,ok,1ch_raw,807956,807,807.956,0.102479,0.0,0.102479,0.102479,7,19993.950022713747,1.0,0.01,0.998577,0.001181,0.523071
2001_5th_Bolometer_Shot027400-027499_Bolometer027454-001,ok,1ch_raw,796757,796,796.757,0.105506,0.0,0.105506,0.105506,9,19833.216692042268,0.999985,0.01,0.997738,0.001366,0.523434
2001_5th_Bolometer_Shot027400-027499_Bolometer027476-001,ok,1ch_raw,757279,757,757.279,0.094195,0.0,0.094195,0.094195,18,19846.62119757164,1.0,0.01,0.997312,0.000775,0.524048
2001_5th_Bolometer_Shot027400-027499_Bolometer027486-001,ok,1ch_raw,783104,783,783.104,0.094522,0.0,0.094522,0.094522,8,19853.25107987465,0.999985,0.01,0.998606,0.000789,0.523675
2001_5th_Bolometer_Shot027500-027599_Bolometer027530-001,ok,1ch_raw,755339,755,755.339,0.081733,0.0,0.081733,0.081733,8,20096.276420530023,0.999985,0.01,0.997454,0.000381,0.523992
2001_5th_Bolometer_Shot027500-027599_Bolometer027531-001,ok,1ch_raw,764287,764,764.287,0.089304,0.0,0.089304,0.089304,9,19936.82372233127,0.999939,0.01,0.996176,0.000593,0.523776
2001_5th_Bolometer_Shot027500-027599_Bolometer027560-001,ok,1ch_raw,758149,758,758.149,0.101768,0.0,0.101768,0.101768,7,19822.00651460268,1.0,0.01,0.998073,0.001141,0.523595
2001_5th_Bolometer_Shot027500-027599_Bolometer027569-001,ok,1ch_raw,782181,782,782.181,0.079589,0.0,0.079589,0.079589,10,19899.747576016234,0.999985,0.01,0.997809,0.000334,0.52359
2001_5th_Bolometer_Shot027500-027599_Bolometer027578-001,ok,1ch_raw,793632,793,793.632,0.114677,0.0,0.114677,0.114677,9,20016.74280160064,0.999985,0.01,0.996722,0.00207,0.523621
2001_5th_Bolometer_Shot027500-027599_Bolometer027592-001,ok,1ch_raw,780789,780,780.789,0.114202,0.0,0.114202,0.114202,12,19914.70087081197,0.999985,0.01,0.997881,0.00203,0.523605
2001_5th_Bolometer_Shot027600-027699_Bolometer027619-001,ok,1ch_raw,734780,734,734.78,0.07395,0.0,0.07395,0.07395,14,19942.929567678264,0.999985,0.01,0.99835,0.000231,0.523944
2001_5th_Bolometer_Shot027600-027699_Bolometer027628-001,ok,1ch_raw,818827,818,818.827,0.107297,0.0,0.107297,0.107297,13,19910.812674247903,1.0,0.01,0.998304,0.001486,0.523435
2001_5th_Bolometer_Shot027600-027699_Bolometer027653-001,ok,1ch_raw,816540,816,816.54,0.116552,0.0,0.116552,0.116552,14,19855.439004144708,1.0,0.01,0.998039,0.002245,0.522862
2001_5th_Bolometer_Shot027600-027699_Bolometer027670-001,ok,1ch_raw,848467,848,848.467,0.120037,0.0,0.120037,0.120037,7,20088.54780146728,0.999985,0.01,0.997642,0.002604,0.523566
2001_5th_Bolometer_Shot027600-027699_Bolometer027674-001,ok,1ch_raw,785170,785,785.17,0.097519,0.0,0.097519,0.097519,5,19793.692093699927,0.999985,0.01,0.997099,0.000921,0.523552
2001_5th_Bolometer_Shot027600-027699_Bolometer027699-001,ok,1ch_raw,778556,778,778.556,0.108086,0.0,0.108086,0.108086,12,20050.088427929066,1.0,0.01,0.99784,0.001541,0.523528
2001_5th_Bolometer_Shot027700-027799_Bolometer027719-001,ok,1ch_raw,767216,767,767.216,0.106658,0.0,0.106658,0.106658,11,19867.495892468785,1.0,0.01,0.997582,0.001442,0.523453
2001_5th_Bolometer_Shot027700-027799_Bolometer027740-001,ok,1ch_raw,727190,727,727.19,0.098859,0.0,0.098859,0.098859,8,20018.272141094592,1.0,0.01,0.996982,0.000986,0.523661
2001_5th_Bolometer_Shot027700-027799_Bolometer027785-001,ok,1ch_raw,790663,790,790.663,0.10249,0.0,0.10249,0.10249,16,20035.737368152913,0.999985,0.01,0.996809,0.00118,0.523401
2001_5th_Bolometer_Shot027700-027799_Bolometer027788-001,ok,1ch_raw,796980,796,796.98,0.106796,0.0,0.106796,0.106796,11,20081.66954387406,0.999939,0.01,0.997529,0.001452,0.523799
2001_5th_Bolometer_Shot027700-027799_Bolometer027795-001,ok,1ch_raw,781671,781,781.671,0.119291,0.0,0.119291,0.119291,12,19751.38825050219,1.0,0.01,0.997114,0.002522,0.523405
2001_5th_Bolometer_Shot027700-027799_Bolometer027798-001,ok,1ch_raw,781998,781,781.998,0.095832,0.0,0.095832,0.095832,14,19912.373324095523,0.999985,0.01,0.998467,0.000845,0.523695
2001_5th_Bolometer_Shot027800-027899_Bolometer027830-001,ok,1ch_raw,782594,782,782.594,0.064875,0.0,0.064875,0.064875,14,19892.7208526693,0.999985,0.01,0.997716,0.00012,0.523799
2001_5th_Bolometer_Shot027800-027899_Bolometer027868-001,ok,1ch_raw,820656,820,820.656,0.122181,0.0,0.122181,0.122181,9,19997.809041332504,0.999985,0.01,0.998624,0.002845,0.523191
2001_5th_Bolometer_Shot027800-027899_Bolometer027877-001,ok,1ch_raw,768311,768,768.311,0.096278,0.0,0.096278,0.096278,11,19822.940261373034,0.999939,0.01,0.997334,0.000864,0.523778
2001_5th_Bolometer_Shot027800-027899_Bolometer027879-001,ok,1ch_raw,786791,786,786.791,0.11595,0.0,0.11595,0.11595,12,19902.877099454112,0.999985,0.01,0.998204,0.00219,0.523373
2001_5th_Bolometer_Shot027800-027899_Bolometer027895-001,ok,1ch_raw,834690,834,834.69,0.132827,0.0,0.132827,0.132827,15,19882.294196182793,0.999985,0.01,0.99739,0.004314,0.52308
2001_5th_Bolometer_Shot027900-027999_Bolometer027920-001,ok,1ch_raw,780515,780,780.515,0.089947,0.0,0.089947,0.089947,17,19891.857511512193,1.0,0.01,0.998719,0.000616,0.524003
2001_5th_Bolometer_Shot027900-027999_Bolometer027933-001,ok,1ch_raw,775014,775,775.014,0.099724,0.0,0.099724,0.099724,6,19917.104311738665,0.999985,0.01,0.998009,0.001031,0.523685
2001_5th_Bolometer_Shot027900-027999_Bolometer027947-001,ok,1ch_raw,768511,768,768.511,0.088409,0.0,0.088409,0.088409,5,19788.558488403316,0.999985,0.01,0.996267,0.000563,0.523526
2001_5th_Bolometer_Shot027900-027999_Bolometer027949-001,ok,1ch_raw,764747,764,764.747,0.048291,0.0,0.048291,0.048291,11,20363.613136882144,0.999985,0.01,0.997723,2.7e-05,0.523985
2001_5th_Bolometer_Shot027900-027999_Bolometer027967-001,ok,1ch_raw,780255,780,780.255,0.103821,0.0,0.103821,0.103821,7,20004.634516962087,0.999985,0.01,0.99672,0.00126,0.523951
2001_5th_Bolometer_Shot027900-027999_Bolometer027998-001,ok,1ch_raw,774509,774,774.509,0.106214,0.0,0.106214,0.106214,12,19957.21434262808,1.0,0.01,0.996448,0.001411,0.523823
2001_5th_Bolometer_Shot028000-028099_Bolometer028001-001,ok,1ch_raw,785103,785,785.103,0.114236,0.0,0.114236,0.114236,5,19922.592283505455,0.999985,0.01,0.997388,0.002033,0.52383
2001_5th_Bolometer_Shot028000-028099_Bolometer028038-001,ok,1ch_raw,867640,867,867.64,0.100555,0.0,0.100555,0.100555,12,19972.51751165383,0.999985,0.01,0.997723,0.001073,0.52305
2001_5th_Bolometer_Shot028000-028099_Bolometer028075-001,ok,1ch_raw,788132,788,788.132,0.111874,0.0,0.111874,0.111874,11,19837.49575623695,0.999985,0.01,0.997391,0.00183,0.523387
2001_5th_Bolometer_Shot028000-028099_Bolometer028090-001,ok,1ch_raw,778709,778,778.709,0.092402,0.0,0.092402,0.092402,9,19795.569113822516,1.0,0.01,0.997958,0.000704,0.523415
2001_5th_Bolometer_Shot028000-028099_Bolometer028097-001,ok,1ch_raw,793409,793,793.409,0.105185,0.0,0.105185,0.105185,12,19857.544522052845,0.999985,0.01,0.998098,0.001346,0.523717
2001_5th_Bolometer_Shot028000-028099_Bolometer028098-001,ok,1ch_raw,792320,792,792.32,0.099255,0.0,0.099255,0.099255,14,19953.530078322583,1.0,0.01,0.998478,0.001007,0.523544
2001_5th_Bolometer_Shot028100-028199_Bolometer028112-001,ok,1ch_raw,780036,780,780.036,0.110619,0.0,0.110619,0.110619,6,20061.360291028224,1.0,0.01,0.998194,0.001732,0.523766
2001_5th_Bolometer_Shot028100-028199_Bolometer028122-001,ok,1ch_raw,753056,753,753.056,0.097539,0.0,0.097539,0.097539,17,19893.061893766655,1.0,0.01,0.998058,0.000923,0.523682
2001_5th_Bolometer_Shot028100-028199_Bolometer028123-001,ok,1ch_raw,751480,751,751.48,0.116393,0.0,0.116393,0.116393,6,20044.917292899565,0.999985,0.01,0.998314,0.002233,0.523526
2001_5th_Bolometer_Shot028100-028199_Bolometer028139-001,ok,1ch_raw,764658,764,764.658,0.090662,0.0,0.090662,0.090662,14,20001.0096509439,0.999985,0.01,0.998516,0.000641,0.523863
2001_5th_Bolometer_Shot028100-028199_Bolometer028156-001,ok,1ch_raw,767693,767,767.693,0.083774,0.0,0.083774,0.083774,10,19754.055403526232,0.999985,0.01,0.997971,0.000431,0.523521
2001_5th_Bolometer_Shot028100-028199_Bolometer028171-001,ok,1ch_raw,931382,931,931.382,0.099415,0.0,0.099415,0.099415,11,20028.248044679694,0.999985,0.01,0.998333,0.001014,0.522711
2001_5th_Bolometer_Shot028100-028199_Bolometer028187-001,ok,1ch_raw,750026,750,750.026,0.110669,0.0,0.110669,0.110669,14,19853.605465617573,1.0,0.01,0.997786,0.001735,0.523592
2001_5th_Bolometer_Shot028200-028299_Bolometer028218-001,ok,1ch_raw,729872,729,729.872,0.055723,0.0,0.055723,0.055723,7,19831.341606858346,1.0,0.01,0.997637,5.6e-05,0.524008
2001_5th_Bolometer_Shot028200-028299_Bolometer028238-001,ok,1ch_raw,780275,780,780.275,0.109153,0.0,0.109153,0.109153,14,19819.54794744257,1.0,0.01,0.997873,0.001619,0.523426
2001_5th_Bolometer_Shot028200-028299_Bolometer028253-001,ok,1ch_raw,787424,787,787.424,0.120595,0.0,0.120595,0.120595,11,19885.18536467347,1.0,0.01,0.997596,0.002663,0.523282
2001_5th_Bolometer_Shot028200-028299_Bolometer028293-001,ok,1ch_raw,798885,798,798.885,0.100423,0.0,0.100423,0.100423,4,19824.655183527782,0.999969,0.01,0.997043,0.001066,0.523645
2001_5th_Bolometer_Shot028300-028399_Bolometer028320-001,ok,1ch_raw,802748,802,802.748,0.125879,0.0,0.125879,0.125879,10,20203.942408489267,0.999985,0.01,0.99907,0.003305,0.523317
2001_5th_Bolometer_Shot028300-028399_Bolometer028360-001,ok,1ch_raw,752821,752,752.821,0.122148,0.0,0.122148,0.122148,10,19874.68852530776,0.999969,0.01,0.998495,0.002841,0.52325
2001_5th_Bolometer_Shot028300-028399_Bolometer028362-001,ok,1ch_raw,742914,742,742.914,0.101336,0.0,0.101336,0.101336,9,19969.70439753456,0.999985,0.01,0.996942,0.001116,0.52372
2001_5th_Bolometer_Shot028300-028399_Bolometer028366-001,ok,1ch_raw,728382,728,728.382,0.086183,0.0,0.086183,0.086183,8,19864.57370913232,0.999985,0.01,0.99736,0.000497,0.524021
2001_5th_Bolometer_Shot028300-028399_Bolometer028391-001,ok,1ch_raw,724509,724,724.509,0.074079,0.0,0.074079,0.074079,9,19870.472689399114,0.999985,0.01,0.997752,0.000233,0.523979
2001_5th_Bolometer_Shot028400-028499_Bolometer028495-001,ok,1ch_raw,780302,780,780.302,0.077498,0.0,0.077498,0.077498,5,20092.091417832016,0.999985,0.01,0.998258,0.000292,0.52352
2001_5th_Bolometer_Shot028400-028499_Bolometer028498-001,ok,1ch_raw,772364,772,772.364,0.078905,0.0,0.078905,0.078905,9,20036.806832852784,0.999985,0.01,0.998179,0.00032,0.523733
2001_5th_Bolometer_Shot028500-028599_Bolometer028506-001,ok,1ch_raw,775209,775,775.209,0.089531,0.0,0.089531,0.089531,9,19854.099709062004,0.999985,0.01,0.997629,0.000601,0.523723
2001_5th_Bolometer_Shot028500-028599_Bolometer028533-001,ok,1ch_raw,759712,759,759.712,0.096625,0.0,0.096625,0.096625,7,19962.02730759689,1.0,0.01,0.99748,0.000881,0.524069
2001_5th_Bolometer_Shot028500-028599_Bolometer028575-001,ok,1ch_raw,768995,768,768.995,0.111626,0.0,0.111626,0.111626,7,19959.428607088706,0.999908,0.01,0.997708,0.00181,0.523446
2001_5th_Bolometer_Shot028500-028599_Bolometer028596-001,ok,1ch_raw,797702,797,797.702,0.115387,0.0,0.115387,0.115387,13,20011.462295644462,0.999985,0.01,0.998949,0.002139,0.523318
2001_5th_Bolometer_Shot028600-028699_Bolometer028603-001,ok,1ch_raw,780460,780,780.46,0.112459,0.0,0.112459,0.112459,11,19933.071313747012,0.999985,0.01,0.997634,0.00188,0.523732
2001_5th_Bolometer_Shot028600-028699_Bolometer028678-001,ok,1ch_raw,815274,815,815.274,0.117484,0.0,0.117484,0.117484,11,20059.118658930554,1.0,0.01,0.996914,0.002335,0.523332
2001_5th_Bolometer_Shot028700-028799_Bolometer028765-001,ok,1ch_raw,804816,804,804.816,0.117121,0.0,0.117121,0.117121,18,19957.22757437806,0.999969,0.01,0.998462,0.002304,0.523462
2001_5th_Bolometer_Shot028700-028799_Bolometer028788-001,ok,1ch_raw,756361,756,756.361,0.09008,0.0,0.09008,0.09008,10,19943.007100876137,0.999985,0.01,0.997858,0.00062,0.523842
2001_5th_Bolometer_Shot028800-028899_Bolometer028800-001,ok,1ch_raw,767040,767,767.04,0.08153,0.0,0.08153,0.08153,12,20014.26423289427,1.0,0.01,0.997862,0.000377,0.524044
2001_5th_Bolometer_Shot028800-028899_Bolometer028851-001,ok,1ch_raw,840218,840,840.218,0.07445,0.0,0.07445,0.07445,16,19973.331924769063,0.999954,0.01,0.998338,0.000239,0.52383
2001_5th_Bolometer_Shot028800-028899_Bolometer028859-001,ok,1ch_raw,846241,846,846.241,0.109066,0.0,0.109066,0.109066,10,19983.893182188,0.999985,0.01,0.997419,0.001613,0.523938
2001_5th_Bolometer_Shot028800-028899_Bolometer028883-001,ok,1ch_raw,754462,754,754.462,0.116311,0.0,0.116311,0.116311,9,19929.486172977744,0.999985,0.01,0.997402,0.002225,0.524074
2001_5th_Bolometer_Shot028900-028999_Bolometer028942-001,ok,1ch_raw,813182,813,813.182,0.127396,0.0,0.127396,0.127396,9,19998.74721491221,0.999985,0.01,0.997958,0.003505,0.523277
2001_5th_Bolometer_Shot028900-028999_Bolometer028953-001,ok,1ch_raw,770729,770,770.729,0.114454,0.0,0.114454,0.114454,10,20051.94977176312,0.999985,0.01,0.999756,0.002058,0.523975
2001_5th_Bolometer_Shot028900-028999_Bolometer028979-001,ok,1ch_raw,794764,794,794.764,0.125329,0.0,0.125329,0.125329,13,19963.366020729067,1.0,0.01,0.997749,0.003225,0.522629
2001_5th_Bolometer_Shot029000-029099_Bolometer029013-001,ok,1ch_raw,786789,786,786.789,0.123121,0.0,0.123121,0.123121,14,20075.059433473663,0.999985,0.01,0.998147,0.002954,0.522983
2001_5th_Bolometer_Shot029000-029099_Bolometer029029-001,ok,1ch_raw,821674,821,821.674,0.11607,0.0,0.11607,0.11607,16,19978.141287895127,0.999969,0.01,0.997943,0.002202,0.523595
2001_5th_Bolometer_Shot029000-029099_Bolometer029044-001,ok,1ch_raw,869712,869,869.712,0.124385,0.0,0.124385,0.124385,13,20233.788921702235,0.999985,0.01,0.998682,0.00311,0.522987
2001_5th_Bolometer_Shot029000-029099_Bolometer029058-001,ok,1ch_raw,806983,806,806.983,0.126175,0.0,0.126175,0.126175,13,20147.72282431938,0.999969,0.01,0.998104,0.003338,0.522954
2001_5th_Bolometer_Shot029000-029099_Bolometer029077-001,ok,1ch_raw,801321,801,801.321,0.138419,0.0,0.138419,0.138419,10,19888.71816524725,0.999985,0.01,0.99741,0.005306,0.523486
2001_5th_Bolometer_Shot029000-029099_Bolometer029080-001,ok,1ch_raw,817519,817,817.519,0.126799,0.0,0.126799,0.126799,8,19933.147515488767,0.999939,0.01,0.998639,0.003426,0.523372
2001_5th_Bolometer_Shot029000-029099_Bolometer029090-001,ok,1ch_raw,746769,746,746.769,0.10747,0.0,0.10747,0.10747,12,20080.167006424523,0.999985,0.01,0.998319,0.001498,0.523477
2001_5th_Bolometer_Shot029100-029199_Bolometer029129-001,ok,1ch_raw,738550,738,738.55,0.098283,0.0,0.098283,0.098283,11,20036.915374425775,1.0,0.01,0.999238,0.000959,0.523051
2001_5th_Bolometer_Shot029100-029199_Bolometer029158-001,ok,1ch_raw,744495,744,744.495,0.110076,0.0,0.110076,0.110076,7,19890.613527937618,0.999985,0.01,0.99751,0.001688,0.523659
2001_5th_Bolometer_Shot029100-029199_Bolometer029166-001,ok,1ch_raw,747985,747,747.985,0.069329,0.0,0.069329,0.069329,6,19907.466643350075,0.999969,0.01,0.996655,0.000167,0.523448
2001_5th_Bolometer_Shot029100-029199_Bolometer029178-001,ok,1ch_raw,766704,766,766.704,0.095286,0.0,0.095286,0.095286,13,19930.351123148208,0.999924,0.01,0.997758,0.00082,0.523417
2001_5th_Bolometer_Shot029100-029199_Bolometer029199-001,ok,1ch_raw,767194,767,767.194,0.103419,0.0,0.103419,0.103419,7,19992.60561940589,1.0,0.01,0.998888,0.001238,0.523918
2001_5th_Bolometer_Shot029200-029299_Bolometer029226-001,ok,1ch_raw,830248,830,830.248,0.12215,0.0,0.12215,0.12215,10,20000.005754994272,0.999985,0.01,0.996947,0.002837,0.523127
2001_5th_Bolometer_Shot029200-029299_Bolometer029230-001,ok,1ch_raw,807339,807,807.339,0.116388,0.0,0.116388,0.116388,4,19782.416073839893,0.999985,0.01,0.999115,0.002233,0.523298
2001_5th_Bolometer_Shot029200-029299_Bolometer029252-001,ok,1ch_raw,797077,797,797.077,0.119449,0.0,0.119449,0.119449,6,19880.353484512263,0.999985,0.01,0.998744,0.002542,0.523285
2001_5th_Bolometer_Shot029200-029299_Bolometer029266-001,ok,1ch_raw,759201,759,759.201,0.113755,0.0,0.113755,0.113755,9,19924.940561581207,1.0,0.01,0.997416,0.001988,0.523078
2001_5th_Bolometer_Shot029200-029299_Bolometer029274-001,ok,1ch_raw,774354,774,774.354,0.117551,0.0,0.117551,0.117551,15,19989.30037896752,0.999985,0.01,0.997955,0.002345,0.523475
2001_5th_Bolometer_Shot029200-029299_Bolometer029296-001,ok,1ch_raw,745857,745,745.857,0.110876,0.0,0.110876,0.110876,10,19884.792039072247,0.999985,0.01,0.997311,0.00175,0.52347
2001_5th_Bolometer_Shot029300-029399_Bolometer029331-001,ok,1ch_raw,737195,737,737.195,0.084694,0.0,0.084694,0.084694,11,20000.633202103876,0.999985,0.01,0.999292,0.000456,0.523324
2001_5th_Bolometer_Shot029300-029399_Bolometer029346-001,ok,1ch_raw,729561,729,729.561,0.086135,0.0,0.086135,0.086135,8,19933.808895039,0.999985,0.01,0.996618,0.000495,0.523593
2001_5th_Bolometer_Shot029300-029399_Bolometer029363-001,ok,1ch_raw,769589,769,769.589,0.09916,0.0,0.09916,0.09916,7,20037.015717836926,0.999985,0.01,0.997158,0.001001,0.523295
2001_5th_Bolometer_Shot029300-029399_Bolometer029371-001,ok,1ch_raw,777191,777,777.191,0.09588,0.0,0.09588,0.09588,7,19936.791766917362,0.999985,0.01,0.997975,0.000847,0.523474
2001_5th_Bolometer_Shot029400-029499_Bolometer029404-001,ok,1ch_raw,806222,806,806.222,0.133304,0.0,0.133304,0.133304,14,20044.923700864492,1.0,0.01,0.999049,0.0044,0.523071
2001_5th_Bolometer_Shot029400-029499_Bolometer029407-001,ok,1ch_raw,815029,815,815.029,0.11375,0.0,0.11375,0.11375,10,19839.503826562195,0.999985,0.01,0.997738,0.001989,0.523356
2001_5th_Bolometer_Shot029400-029499_Bolometer029426-001,ok,1ch_raw,810263,810,810.263,0.116526,0.0,0.116526,0.116526,8,19918.29859705482,0.999985,0.01,0.998438,0.002245,0.523274
2001_5th_Bolometer_Shot029400-029499_Bolometer029432-001,ok,1ch_raw,814654,814,814.654,0.115956,0.0,0.115956,0.115956,7,19861.794559737446,0.999985,0.01,0.998048,0.00219,0.523322
2001_5th_Bolometer_Shot029400-029499_Bolometer029433-001,ok,1ch_raw,813813,813,813.813,0.122076,0.0,0.122076,0.122076,10,20121.208347415693,0.999985,0.01,0.997461,0.002831,0.523446
2001_5th_Bolometer_Shot029400-029499_Bolometer029496-001,ok,1ch_raw,790992,790,790.992,0.119934,0.0,0.119934,0.119934,10,20003.3130873839,0.999985,0.01,0.99821,0.002594,0.523649
2001_5th_Bolometer_Shot029500-029599_Bolometer029512-001,ok,1ch_raw,764267,764,764.267,0.080281,0.0,0.080281,0.080281,17,19963.31544249141,0.999985,0.01,0.998562,0.000349,0.524559
2001_5th_Bolometer_Shot029500-029599_Bolometer029532-001,ok,1ch_raw,853502,853,853.502,0.123084,0.0,0.123084,0.123084,8,19975.617440498903,0.999985,0.01,0.998078,0.00295,0.523164
2001_5th_Bolometer_Shot029500-029599_Bolometer029550-001,ok,1ch_raw,812359,812,812.359,0.135653,0.0,0.135653,0.135653,8,20014.673219202356,0.999985,0.01,0.998708,0.004801,0.523234
2001_5th_Bolometer_Shot029500-029599_Bolometer029577-001,ok,1ch_raw,795627,795,795.627,0.119427,0.0,0.119427,0.119427,13,19897.270354419874,0.999985,0.01,0.99843,0.002539,0.523338
2001_5th_Bolometer_Shot029500-029599_Bolometer029580-001,ok,1ch_raw,798805,798,798.805,0.131691,0.0,0.131691,0.131691,13,19931.28995193013,0.999985,0.01,0.998854,0.00414,0.523202
2001_5th_Bolometer_Shot029500-029599_Bolometer029581-001,ok,1ch_raw,776966,776,776.966,0.072083,0.0,0.072083,0.072083,6,19909.170577702225,1.0,0.01,0.998487,0.000203,0.523262
2001_5th_Bolometer_Shot029600-029699_Bolometer029640-001,ok,1ch_raw,789286,789,789.286,0.107991,0.0,0.107991,0.107991,13,20195.371682789006,0.999969,0.01,0.997574,0.001533,0.523156
2001_5th_Bolometer_Shot029600-029699_Bolometer029662-001,ok,1ch_raw,748656,748,748.656,0.086998,0.0,0.086998,0.086998,13,19876.249672015692,0.999985,0.01,0.998254,0.000521,0.523542
2001_5th_Bolometer_Shot029700-029799_Bolometer029720-001,ok,1ch_raw,810382,810,810.382,0.124328,0.0,0.124328,0.124328,11,20007.390008652703,0.999939,0.01,0.998454,0.003103,0.52318
2001_5th_Bolometer_Shot029700-029799_Bolometer029728-001,ok,1ch_raw,816557,816,816.557,0.107268,0.0,0.107268,0.107268,11,19890.734381690763,0.999939,0.01,0.998077,0.001483,0.523154
2001_5th_Bolometer_Shot029700-029799_Bolometer029733-001,ok,1ch_raw,814677,814,814.677,0.1066,0.0,0.1066,0.1066,9,19899.507596659547,1.0,0.01,0.999161,0.001439,0.522972
2001_5th_Bolometer_Shot029700-029799_Bolometer029737-001,ok,1ch_raw,859261,859,859.261,0.126233,0.0,0.126233,0.126233,6,20114.348454455987,1.0,0.01,0.998827,0.003352,0.523447
2001_5th_Bolometer_Shot029700-029799_Bolometer029779-001,ok,1ch_raw,744177,744,744.177,0.050277,0.0,0.050277,0.050277,8,19890.91552578463,0.999985,0.01,0.998362,3.4e-05,0.523687
2001_5th_Bolometer_Shot029700-029799_Bolometer029784-001,ok,1ch_raw,765861,765,765.861,0.084891,0.0,0.084891,0.084891,9,19914.900608561195,0.999969,0.01,0.998747,0.000461,0.523387
2001_5th_Bolometer_Shot029800-029899_Bolometer029826-001,ok,1ch_raw,804237,804,804.237,0.105278,0.0,0.105278,0.105278,12,19959.349762243033,0.999985,0.01,0.998539,0.00135,0.522812
2001_5th_Bolometer_Shot029800-029899_Bolometer029835-001,ok,1ch_raw,814825,814,814.825,0.120918,0.0,0.120918,0.120918,16,19916.465901714568,1.0,0.01,0.997486,0.002698,0.523076
2001_5th_Bolometer_Shot029800-029899_Bolometer029853-001,ok,1ch_raw,806393,806,806.393,0.119689,0.0,0.119689,0.119689,13,19794.807060214152,1.0,0.01,0.998109,0.002566,0.523253
2001_5th_Bolometer_Shot029800-029899_Bolometer029873-001,ok,1ch_raw,800204,800,800.204,0.115496,0.0,0.115496,0.115496,12,20010.253452717057,0.999985,0.01,0.998269,0.002144,0.522643
2001_5th_Bolometer_Shot029900-029999_Bolometer029920-001,ok,1ch_raw,735848,735,735.848,0.085027,0.0,0.085027,0.085027,15,19906.38944976773,0.999939,0.01,0.997962,0.000465,0.523997
