shot,status,reason,n_samples,n_windows,duration_ms,k_in_mean,k_in_std,k_in_max,k_in_min,n_events,event_severity_max,B_mean,S_mean,R_mean,D_mean,I_mean
2000_4th_SXmp_Shot023500-023599_SXmp023518-001,ok,1ch_raw,2033953,2033,2033.953,0.098522,0.0,0.098522,0.098522,42,19865.318683382255,0.999985,0.01,0.999616,0.00097,0.52244
2000_4th_SXmp_Shot023500-023599_SXmp023558-001,ok,1ch_raw,2034084,2034,2034.084,0.092297,0.0,0.092297,0.092297,37,20089.82201112434,0.999985,0.01,0.999513,0.0007,0.522476
2000_4th_SXmp_Shot023500-023599_SXmp023576-001,ok,1ch_raw,2032483,2032,2032.483,0.101437,0.0,0.101437,0.101437,41,19844.465963834227,0.999985,0.01,0.999245,0.001121,0.522197
2000_4th_SXmp_Shot023600-023699_SXmp023607-001,ok,1ch_raw,1952631,1952,1952.631,0.119504,0.0,0.119504,0.119504,42,20100.66424667083,0.999985,0.01,0.999167,0.002545,0.522565
2000_4th_SXmp_Shot024000-024099_SXmp024006-001,ok,1ch_raw,1595672,1595,1595.672,0.076775,0.0,0.076775,0.076775,29,19927.375713170462,0.999985,0.01,0.999337,0.000279,0.52307
2000_4th_SXmp_Shot024000-024099_SXmp024013-001,ok,1ch_raw,1624059,1624,1624.059,0.082663,0.0,0.082663,0.082663,28,19864.18030797624,0.999985,0.01,0.999545,0.000404,0.52349
2000_4th_SXmp_Shot024000-024099_SXmp024027-001,ok,1ch_raw,1620692,1620,1620.692,0.102814,0.0,0.102814,0.102814,28,19895.48952605198,0.999985,0.01,0.999218,0.001201,0.523234
2000_4th_SXmp_Shot024000-024099_SXmp024061-001,ok,1ch_raw,1625923,1625,1625.923,0.082996,0.0,0.082996,0.082996,26,19826.988981263672,0.999985,0.01,0.999352,0.000412,0.523517
2000_4th_SXmp_Shot024000-024099_SXmp024087-001,ok,1ch_raw,1620613,1620,1620.613,0.076073,0.0,0.076073,0.076073,27,19911.304884461366,0.999985,0.01,0.999938,0.000267,0.523167
2000_4th_SXmp_Shot024000-024099_SXmp024091-001,ok,1ch_raw,1715175,1715,1715.175,0.104826,0.0,0.104826,0.104826,37,19973.79375286768,1.0,0.01,0.999853,0.001324,0.523108
2000_4th_SXmp_Shot024000-024099_SXmp024098-001,ok,1ch_raw,1722132,1722,1722.132,0.074268,0.0,0.074268,0.074268,33,19856.198753275108,1.0,0.01,0.999039,0.000236,0.523464
2000_4th_SXmp_Shot024100-024199_SXmp024104-001,ok,1ch_raw,1716119,1716,1716.119,0.066583,0.0,0.066583,0.066583,35,19926.044323578026,0.999985,0.01,0.999935,0.000137,0.52323
2000_4th_SXmp_Shot024100-024199_SXmp024120-001,ok,1ch_raw,1695276,1695,1695.276,0.07713,0.0,0.07713,0.07713,37,19920.839011258435,0.999985,0.01,0.999764,0.000285,0.523065
2000_4th_SXmp_Shot024100-024199_SXmp024144-001,ok,1ch_raw,1749251,1749,1749.251,0.067277,0.0,0.067277,0.067277,34,19900.554294292007,0.999985,0.01,0.999048,0.000144,0.523125
2000_4th_SXmp_Shot024100-024199_SXmp024178-001,ok,1ch_raw,1762116,1762,1762.116,0.031805,0.0,0.031805,0.031805,36,19788.15377604399,0.999985,0.01,0.999931,3e-06,0.523153
2000_4th_SXmp_Shot024100-024199_SXmp024183-001,ok,1ch_raw,1758045,1758,1758.045,0.064981,0.0,0.064981,0.064981,38,19995.734048280996,0.999985,0.01,0.999601,0.000121,0.523071
2000_4th_SXmp_Shot024200-024299_SXmp024200-001,ok,1ch_raw,1758748,1758,1758.748,0.102285,0.0,0.102285,0.102285,29,19940.074226809666,0.999985,0.01,0.99931,0.00117,0.522941
2000_4th_SXmp_Shot024200-024299_SXmp024238-001,ok,1ch_raw,1082755,1082,1082.755,0.1299,0.0,0.1299,0.1299,25,19882.884551351297,1.0,0.01,0.999544,0.00388,0.524719
2000_4th_SXmp_Shot024200-024299_SXmp024239-001,ok,1ch_raw,1084426,1084,1084.426,0.133556,0.0,0.133556,0.133556,22,19914.25567929457,0.999954,0.01,0.999397,0.004457,0.524729
2000_4th_SXmp_Shot024200-024299_SXmp024281-001,ok,1ch_raw,2049598,2049,2049.598,0.107935,0.0,0.107935,0.107935,45,19866.477906414213,0.999985,0.01,0.999699,0.00153,0.522382
2000_4th_SXmp_Shot024300-024399_SXmp024303-001,ok,1ch_raw,2048269,2048,2048.269,0.095746,0.0,0.095746,0.095746,42,19931.75798614051,0.999985,0.01,0.999628,0.00084,0.522304
2000_4th_SXmp_Shot024300-024399_SXmp024338-001,ok,1ch_raw,2116371,2116,2116.371,0.103612,0.0,0.103612,0.103612,55,19827.411540051085,0.999985,0.01,0.999942,0.001247,0.52233
2000_4th_SXmp_Shot024300-024399_SXmp024361-001,ok,1ch_raw,1081549,1081,1081.549,0.128391,0.0,0.128391,0.128391,21,19855.4925500084,0.999954,0.01,0.999768,0.003658,0.524348
2000_4th_SXmp_Shot024300-024399_SXmp024365-001,ok,1ch_raw,1596439,1596,1596.439,0.070757,0.0,0.070757,0.070757,38,19841.86879643135,1.0,0.01,0.999341,0.000185,0.523037
2000_4th_SXmp_Shot024300-024399_SXmp024399-001,ok,1ch_raw,1652240,1652,1652.24,0.070723,0.0,0.070723,0.070723,36,20102.3604515819,0.999985,0.01,0.99995,0.000185,0.5234
2000_4th_SXmp_Shot024400-024499_SXmp024413-001,ok,1ch_raw,1701231,1701,1701.231,0.087929,0.0,0.087929,0.087929,41,20117.656552367724,0.999985,0.01,0.999086,0.00055,0.523299
2000_4th_SXmp_Shot024400-024499_SXmp024463-001,ok,1ch_raw,1653247,1653,1653.247,0.085519,0.0,0.085519,0.085519,32,19819.47851877632,0.999985,0.01,0.999615,0.000478,0.52318
2000_4th_SXmp_Shot024400-024499_SXmp024472-001,ok,1ch_raw,3163083,3163,3163.083,0.103984,0.0,0.103984,0.103984,71,19932.43625428171,1.0,0.01,0.999703,0.001269,0.522194
2000_4th_SXmp_Shot024400-024499_SXmp024477-001,ok,1ch_raw,3233045,3233,3233.045,0.089767,0.0,0.089767,0.089767,58,19814.3998342353,0.999985,0.01,0.999699,0.000609,0.522289
2000_4th_SXmp_Shot024400-024499_SXmp024483-001,ok,1ch_raw,3334158,3334,3334.158,0.102174,0.0,0.102174,0.102174,68,19876.376698030253,0.999985,0.01,0.999587,0.001162,0.522054
2000_4th_SXmp_Shot024400-024499_SXmp024489-001,ok,1ch_raw,3363441,3363,3363.441,0.105961,0.0,0.105961,0.105961,76,19865.842263492985,1.0,0.01,0.999511,0.001394,0.522075
2000_4th_SXmp_Shot024500-024599_SXmp024504-001,ok,1ch_raw,3260449,3260,3260.449,0.093307,0.0,0.093307,0.093307,57,19917.10293487582,0.999985,0.01,0.99984,0.000739,0.522215
2000_4th_SXmp_Shot024500-024599_SXmp024520-001,ok,1ch_raw,3250874,3250,3250.874,0.091316,0.0,0.091316,0.091316,65,19965.999740059073,0.999985,0.01,0.999667,0.000663,0.522193
2000_4th_SXmp_Shot024500-024599_SXmp024533-001,ok,1ch_raw,1208758,1208,1208.758,0.117952,0.0,0.117952,0.117952,21,19832.134042116195,1.0,0.01,0.999512,0.002393,0.524214
2000_4th_SXmp_Shot024500-024599_SXmp024539-001,ok,1ch_raw,3231112,3231,3231.112,0.112435,0.0,0.112435,0.112435,76,19974.39755818433,0.999985,0.01,0.999733,0.001876,0.522114
2000_4th_SXmp_Shot024500-024599_SXmp024593-001,ok,1ch_raw,2580,10,2.58,0.317948,0.0,0.317948,0.317948,1,13691.076499083583,1.0,0.019997,0.693113,0.124855,0.451
2000_4th_SXmp_Shot024600-024699_SXmp024641-001,ok,1ch_raw,3003074,3003,3003.074,0.092208,0.0,0.092208,0.092208,57,19967.64989254807,0.999985,0.01,0.999764,0.000696,0.522161
2000_4th_SXmp_Shot024700-024799_SXmp024730-001,ok,1ch_raw,3304086,3304,3304.086,0.113217,0.0,0.113217,0.113217,71,19864.65917514597,1.0,0.01,0.999908,0.001942,0.52213
2000_4th_SXmp_Shot024700-024799_SXmp024752-001,ok,1ch_raw,2578,10,2.578,0.317709,0.0,0.317709,0.317709,1,13698.209655485221,1.0,0.019997,0.69384,0.124563,0.450833
2000_4th_SXmp_Shot024700-024799_SXmp024768-001,ok,1ch_raw,3451630,3451,3451.63,0.081269,0.0,0.081269,0.081269,59,19852.26802425063,1.0,0.01,0.999791,0.00037,0.521904
2000_4th_SXmp_Shot024800-024899_SXmp024811-001,ok,1ch_raw,3631752,3631,3631.752,0.047941,0.0,0.047941,0.047941,86,19927.874702435656,0.999985,0.01,0.999959,2.6e-05,0.521918
2000_4th_SXmp_Shot024800-024899_SXmp024818-001,ok,1ch_raw,1095346,1095,1095.346,0.135869,0.0,0.135869,0.135869,25,20004.142696187682,0.999985,0.01,0.999698,0.004853,0.524239
2000_4th_SXmp_Shot024800-024899_SXmp024854-001,ok,1ch_raw,1636060,1636,1636.06,0.081024,0.0,0.081024,0.081024,34,19964.98884369433,0.999985,0.01,0.999008,0.000365,0.522994
2000_4th_SXmp_Shot024800-024899_SXmp024891-001,ok,1ch_raw,3788910,3788,3788.91,0.065918,0.0,0.065918,0.065918,80,19934.939070426077,0.999985,0.01,0.999994,0.00013,0.521653
2000_4th_SXmp_Shot024900-024999_SXmp024915-001,ok,1ch_raw,3777934,3777,3777.934,0.082221,0.0,0.082221,0.082221,91,19973.287541946393,0.999985,0.01,0.999448,0.000392,0.521911
2000_4th_SXmp_Shot024900-024999_SXmp024963-001,ok,1ch_raw,3784454,3784,3784.454,0.081804,0.0,0.081804,0.081804,82,19941.98878889776,0.999985,0.01,0.999662,0.000382,0.52168
2000_4th_SXmp_Shot024900-024999_SXmp024976-001,ok,1ch_raw,1104212,1104,1104.212,0.125134,0.0,0.125134,0.125134,23,19832.171351234312,1.0,0.01,0.999301,0.003215,0.524282
2000_4th_SXmp_Shot025000-025099_SXmp025043-001,ok,1ch_raw,1724449,1724,1724.449,0.107771,0.0,0.107771,0.107771,33,19895.640276552425,0.999985,0.01,0.999632,0.00152,0.522901
2000_4th_SXmp_Shot025100-025199_SXmp025107-001,ok,1ch_raw,1714428,1714,1714.428,0.082955,0.0,0.082955,0.082955,25,20004.77877365546,1.0,0.01,0.999301,0.000411,0.522983
2000_4th_SXmp_Shot025100-025199_SXmp025124-001,ok,1ch_raw,1701211,1701,1701.211,0.067859,0.0,0.067859,0.067859,31,19846.225719879334,0.999985,0.01,0.999979,0.00015,0.522907
2000_4th_SXmp_Shot025100-025199_SXmp025146-001,ok,1ch_raw,1100708,1100,1100.708,0.130383,0.0,0.130383,0.130383,21,19962.72844901155,0.999969,0.01,0.999137,0.003952,0.524879
2000_4th_SXmp_Shot025100-025199_SXmp025171-001,ok,1ch_raw,1703008,1703,1703.008,0.093363,0.0,0.093363,0.093363,23,19822.02094927939,0.999985,0.01,0.999488,0.000742,0.522994
2000_4th_SXmp_Shot025100-025199_SXmp025195-001,ok,1ch_raw,1705177,1705,1705.177,0.093754,0.0,0.093754,0.093754,38,19849.501142048986,0.999985,0.01,0.998443,0.000757,0.523007
2000_4th_SXmp_Shot025200-025299_SXmp025213-001,ok,1ch_raw,1713795,1713,1713.795,0.066333,0.0,0.066333,0.066333,34,20018.943840906668,1.0,0.01,0.998916,0.000134,0.523052
2000_4th_SXmp_Shot025200-025299_SXmp025237-001,ok,1ch_raw,1719569,1719,1719.569,0.102463,0.0,0.102463,0.102463,32,20134.192491883823,0.999985,0.01,0.999398,0.001181,0.522952
2000_4th_SXmp_Shot025200-025299_SXmp025249-001,ok,1ch_raw,1710693,1710,1710.693,0.091042,0.0,0.091042,0.091042,41,19827.44683373389,0.999985,0.01,0.999663,0.000654,0.523072
2000_4th_SXmp_Shot025300-025399_SXmp025331-001,ok,1ch_raw,1834127,1834,1834.127,0.099245,0.0,0.099245,0.099245,45,19796.65219282369,0.999985,0.01,0.999697,0.001006,0.522816
2000_4th_SXmp_Shot025300-025399_SXmp025349-001,ok,1ch_raw,2057483,2057,2057.483,0.081916,0.0,0.081916,0.081916,40,19943.41326481944,0.999985,0.01,0.999841,0.000385,0.522544
2000_4th_SXmp_Shot025300-025399_SXmp025366-001,ok,1ch_raw,2069332,2069,2069.332,0.088314,0.0,0.088314,0.088314,41,19853.639041445676,0.999985,0.01,0.999975,0.000562,0.522627
2000_4th_SXmp_Shot025300-025399_SXmp025379-001,ok,1ch_raw,2080262,2080,2080.262,0.084747,0.0,0.084747,0.084747,48,20062.303601792864,0.999985,0.01,0.999799,0.000457,0.522975
2000_4th_SXmp_Shot025400-025499_SXmp025400-001,ok,1ch_raw,2066686,2066,2066.686,0.099531,0.0,0.099531,0.099531,38,19789.85228063474,0.999985,0.01,0.99997,0.001021,0.522622
2000_4th_SXmp_Shot025400-025499_SXmp025493-001,ok,1ch_raw,1847499,1847,1847.499,0.103799,0.0,0.103799,0.103799,45,20019.781067318767,0.999985,0.01,0.999511,0.001259,0.522673
2000_4th_SXmp_Shot025500-025599_SXmp025540-001,ok,1ch_raw,2100455,2100,2100.455,0.065949,0.0,0.065949,0.065949,41,19897.64548990596,1.0,0.01,0.999892,0.00013,0.522873
2000_4th_SXmp_Shot025500-025599_SXmp025558-001,ok,1ch_raw,3054831,3054,3054.831,0.087324,0.0,0.087324,0.087324,62,19827.383530446572,0.999985,0.01,0.999892,0.00053,0.521917
2000_4th_SXmp_Shot025500-025599_SXmp025560-001,ok,1ch_raw,2964142,2964,2964.142,0.068608,0.0,0.068608,0.068608,58,19900.613962412717,0.999985,0.01,0.999446,0.000159,0.52184
2000_4th_SXmp_Shot025500-025599_SXmp025583-001,ok,1ch_raw,3778707,3778,3778.707,0.068872,0.0,0.068872,0.068872,85,19955.42262249537,0.999985,0.01,0.999943,0.000162,0.521773
2000_4th_SXmp_Shot025500-025599_SXmp025590-001,ok,1ch_raw,3773417,3773,3773.417,0.081731,0.0,0.081731,0.081731,86,20075.417999969115,0.999985,0.01,0.999828,0.000381,0.521825
2000_4th_SXmp_Shot025600-025699_SXmp025637-001,ok,1ch_raw,1113140,1113,1113.14,0.131453,0.0,0.131453,0.131453,22,20052.87140841109,0.999985,0.01,0.99942,0.004113,0.524188
2000_4th_SXmp_Shot025600-025699_SXmp025638-001,ok,1ch_raw,1115951,1115,1115.951,0.130672,0.0,0.130672,0.130672,15,19861.633901776335,0.999939,0.01,0.999631,0.003993,0.524231
2000_4th_SXmp_Shot025700-025799_SXmp025711-001,ok,1ch_raw,1954321,1954,1954.321,0.092303,0.0,0.092303,0.092303,38,20082.049443697226,1.0,0.01,0.999367,0.0007,0.522696
2000_4th_SXmp_Shot025700-025799_SXmp025737-001,ok,1ch_raw,1879191,1879,1879.191,0.106262,0.0,0.106262,0.106262,36,19873.201955656365,0.999985,0.01,0.999806,0.001416,0.522675
2000_4th_SXmp_Shot025700-025799_SXmp025741-001,ok,1ch_raw,1858178,1858,1858.178,0.106111,0.0,0.106111,0.106111,37,19786.20429159264,0.999985,0.01,0.999797,0.001406,0.522764
2000_4th_SXmp_Shot025700-025799_SXmp025746-001,ok,1ch_raw,1838894,1838,1838.894,0.107144,0.0,0.107144,0.107144,37,20003.924874533972,0.999985,0.01,0.999804,0.001475,0.522335
2000_4th_SXmp_Shot025700-025799_SXmp025775-001,ok,1ch_raw,1858330,1858,1858.33,0.105685,0.0,0.105685,0.105685,34,19974.027874745243,0.999985,0.01,0.99896,0.001377,0.522545
2000_4th_SXmp_Shot025700-025799_SXmp025777-001,ok,1ch_raw,1837885,1837,1837.885,0.084203,0.0,0.084203,0.084203,42,19857.679139284504,0.999985,0.01,0.999092,0.000442,0.522987
2000_4th_SXmp_Shot025700-025799_SXmp025786-001,ok,1ch_raw,1839989,1839,1839.989,0.097474,0.0,0.097474,0.097474,41,19946.87470985064,0.999985,0.01,0.999256,0.000919,0.522589
2000_4th_SXmp_Shot025800-025899_SXmp025821-001,ok,1ch_raw,1832313,1832,1832.313,0.089493,0.0,0.089493,0.089493,42,19847.840720150667,0.999985,0.01,0.999946,0.0006,0.522906
2000_4th_SXmp_Shot025800-025899_SXmp025857-001,ok,1ch_raw,1843581,1843,1843.581,0.101596,0.0,0.101596,0.101596,38,19817.449819136036,0.999985,0.01,0.999914,0.001131,0.522731
2000_4th_SXmp_Shot025800-025899_SXmp025871-001,ok,1ch_raw,1830595,1830,1830.595,0.112144,0.0,0.112144,0.112144,38,19965.003855570852,0.999985,0.01,0.999847,0.001855,0.522883
2000_4th_SXmp_Shot025900-025999_SXmp025946-001,ok,1ch_raw,1957076,1957,1957.076,0.087764,0.0,0.087764,0.087764,40,19837.338787012333,0.999985,0.01,0.999702,0.000544,0.522692
2000_4th_SXmp_Shot025900-025999_SXmp025948-001,ok,1ch_raw,1972404,1972,1972.404,0.097853,0.0,0.097853,0.097853,48,19892.292014689912,0.999985,0.01,0.999601,0.000937,0.522632
2000_4th_SXmp_Shot026000-026099_SXmp026044-001,ok,1ch_raw,2196864,2196,2196.864,0.096529,0.0,0.096529,0.096529,34,20078.63106097535,0.999985,0.01,0.999854,0.000876,0.522567
2000_4th_SXmp_Shot026000-026099_SXmp026075-001,ok,1ch_raw,2147443,2147,2147.443,0.077048,0.0,0.077048,0.077048,31,19986.872012001877,0.999985,0.01,0.999473,0.000284,0.522506
2000_4th_SXmp_Shot026000-026099_SXmp026085-001,ok,1ch_raw,2156252,2156,2156.252,0.079189,0.0,0.079189,0.079189,44,19849.767031863903,0.999985,0.01,0.999111,0.000325,0.522463
2000_4th_SXmp_Shot026000-026099_SXmp026090-001,ok,1ch_raw,2158462,2158,2158.462,0.108197,0.0,0.108197,0.108197,42,19912.457702341795,0.999985,0.01,0.999659,0.00155,0.522885
2000_4th_SXmp_Shot026100-026199_SXmp026101-001,ok,1ch_raw,2172992,2172,2172.992,0.100743,0.0,0.100743,0.100743,47,19953.608360767208,0.999985,0.01,0.998879,0.001084,0.522755
2000_4th_SXmp_Shot026200-026299_SXmp026200-001,ok,1ch_raw,2159228,2159,2159.228,0.108763,0.0,0.108763,0.108763,45,19792.422373165922,0.999985,0.01,0.999991,0.00159,0.522314
2001_5th_Bolometer_Shot026200-026299_Bolometer026261-001,ok,1ch_raw,794566,794,794.566,0.123203,0.0,0.123203,0.123203,6,19895.190656459443,0.999985,0.01,0.997042,0.002963,0.52338
2001_5th_Bolometer_Shot026200-026299_Bolometer026273-001,ok,1ch_raw,826380,826,826.38,0.13536,0.0,0.13536,0.13536,13,19982.063573649142,0.999985,0.01,0.998485,0.004748,0.523269
2001_5th_Bolometer_Shot026200-026299_Bolometer026281-001,ok,1ch_raw,761672,761,761.672,0.113499,0.0,0.113499,0.113499,12,19972.88665907257,0.999985,0.01,0.997432,0.001967,0.523431
2001_5th_Bolometer_Shot026200-026299_Bolometer026290-001,ok,1ch_raw,770917,770,770.917,0.120866,0.0,0.120866,0.120866,16,20011.465780500537,1.0,0.01,0.997892,0.002694,0.523332
2001_5th_Bolometer_Shot026300-026399_Bolometer026322-001,ok,1ch_raw,783002,783,783.002,0.117802,0.0,0.117802,0.117802,13,19913.79179075826,0.999969,0.01,0.999012,0.002373,0.523502
2001_5th_Bolometer_Shot026300-026399_Bolometer026332-001,ok,1ch_raw,768645,768,768.645,0.128384,0.0,0.128384,0.128384,8,19893.620259431893,1.0,0.01,0.997374,0.003641,0.523388
2001_5th_Bolometer_Shot026300-026399_Bolometer026357-001,ok,1ch_raw,815972,815,815.972,0.126153,0.0,0.126153,0.126153,19,20253.33630846471,0.999985,0.01,0.997276,0.003336,0.52345
2001_5th_Bolometer_Shot026300-026399_Bolometer026365-001,ok,1ch_raw,725158,725,725.158,0.06846,0.0,0.06846,0.06846,10,19840.719602568453,0.999969,0.01,0.997271,0.000157,0.524118
2001_5th_Bolometer_Shot026300-026399_Bolometer026369-001,ok,1ch_raw,739081,739,739.081,0.111419,0.0,0.111419,0.111419,12,19878.589833799353,0.999985,0.01,0.997388,0.001794,0.52379
2001_5th_Bolometer_Shot026300-026399_Bolometer026388-001,ok,1ch_raw,762880,762,762.88,0.115302,0.0,0.115302,0.115302,10,19941.080151933995,0.999985,0.01,0.998266,0.002131,0.523828
2001_5th_Bolometer_Shot026400-026499_Bolometer026427-001,ok,1ch_raw,768824,768,768.824,0.106112,0.0,0.106112,0.106112,6,19862.02248953958,1.0,0.01,0.998763,0.001407,0.523692
2001_5th_Bolometer_Shot026400-026499_Bolometer026483-001,ok,1ch_raw,784576,784,784.576,0.088535,0.0,0.088535,0.088535,9,19942.037096023665,0.999924,0.01,0.997676,0.000568,0.523758
2001_5th_Bolometer_Shot026400-026499_Bolometer026486-001,ok,1ch_raw,793846,793,793.846,0.060094,0.0,0.060094,0.060094,7,19910.88208961883,0.999985,0.01,0.997262,8.2e-05,0.523798
2001_5th_Bolometer_Shot026400-026499_Bolometer026488-001,ok,1ch_raw,772428,772,772.428,0.095842,0.0,0.095842,0.095842,7,19879.741811611915,0.999969,0.01,0.998629,0.000845,0.523406
2001_5th_Bolometer_Shot026400-026499_Bolometer026494-001,ok,1ch_raw,838214,838,838.214,0.11162,0.0,0.11162,0.11162,13,19832.245890567112,0.999985,0.01,0.997551,0.00181,0.523527
2001_5th_Bolometer_Shot026500-026599_Bolometer026508-001,ok,1ch_raw,830185,830,830.185,0.119443,0.0,0.119443,0.119443,13,19934.055687211872,0.999969,0.01,0.998073,0.00254,0.523497
2001_5th_Bolometer_Shot026500-026599_Bolometer026531-001,ok,1ch_raw,831082,831,831.082,0.127625,0.0,0.127625,0.127625,14,19941.47835164121,0.999969,0.01,0.996682,0.003533,0.523419
2001_5th_Bolometer_Shot026500-026599_Bolometer026543-001,ok,1ch_raw,859762,859,859.762,0.128224,0.0,0.128224,0.128224,10,20044.76049259317,0.999985,0.01,0.99806,0.003618,0.522976
2001_5th_Bolometer_Shot026500-026599_Bolometer026544-001,ok,1ch_raw,874927,874,874.927,0.140943,0.0,0.140943,0.140943,13,19877.95185765251,0.999985,0.01,0.998592,0.005808,0.522892
2001_5th_Bolometer_Shot026500-026599_Bolometer026571-001,ok,1ch_raw,767386,767,767.386,0.106125,0.0,0.106125,0.106125,7,20041.114443837076,0.999985,0.01,0.997797,0.001406,0.52341
2001_5th_Bolometer_Shot026600-026699_Bolometer026619-001,ok,1ch_raw,777787,777,777.787,0.103257,0.0,0.103257,0.103257,13,19998.144920220577,0.999969,0.01,0.997932,0.001227,0.523549
2001_5th_Bolometer_Shot026800-026899_Bolometer026802-001,ok,1ch_raw,767136,767,767.136,0.080013,0.0,0.080013,0.080013,14,19783.016809450448,0.999985,0.01,0.998219,0.000343,0.523627
2001_5th_Bolometer_Shot026800-026899_Bolometer026809-001,ok,1ch_raw,811154,811,811.154,0.115821,0.0,0.115821,0.115821,16,20095.605458895734,0.999985,0.01,0.998668,0.002177,0.522986
2001_5th_Bolometer_Shot026800-026899_Bolometer026819-001,ok,1ch_raw,801654,801,801.654,0.105883,0.0,0.105883,0.105883,6,19902.932831520484,0.999924,0.01,0.997105,0.001391,0.52408
2001_5th_Bolometer_Shot026800-026899_Bolometer026898-001,ok,1ch_raw,758117,758,758.117,0.092129,0.0,0.092129,0.092129,5,19935.97645341986,0.999985,0.01,0.997506,0.000694,0.523993
2001_5th_Bolometer_Shot026900-026999_Bolometer026918-001,ok,1ch_raw,769133,769,769.133,0.050717,0.0,0.050717,0.050717,9,19956.80464441337,0.999954,0.01,0.998506,3.5e-05,0.523864
2001_5th_Bolometer_Shot026900-026999_Bolometer026929-001,ok,1ch_raw,766958,766,766.958,0.09395,0.0,0.09395,0.09395,14,19960.547823688205,1.0,0.01,0.997801,0.000765,0.523959
2001_5th_Bolometer_Shot026900-026999_Bolometer026930-001,ok,1ch_raw,763277,763,763.277,0.087865,0.0,0.087865,0.087865,9,19935.42209499854,0.999969,0.01,0.998077,0.000548,0.523862
2001_5th_Bolometer_Shot026900-026999_Bolometer026937-001,ok,1ch_raw,776422,776,776.422,0.089548,0.0,0.089548,0.089548,7,19920.336422230524,0.999985,0.01,0.997635,0.000601,0.523527
2001_5th_Bolometer_Shot026900-026999_Bolometer026942-001,ok,1ch_raw,786281,786,786.281,0.063819,0.0,0.063819,0.063819,8,19971.074603297417,0.999924,0.01,0.997286,0.000111,0.52405
2001_5th_Bolometer_Shot026900-026999_Bolometer026954-001,ok,1ch_raw,775498,775,775.498,0.086176,0.0,0.086176,0.086176,8,19978.777770725013,0.999985,0.01,0.999661,0.000498,0.523825
2001_5th_Bolometer_Shot026900-026999_Bolometer026959-001,ok,1ch_raw,843225,843,843.225,0.119443,0.0,0.119443,0.119443,13,19960.97328411596,0.999985,0.01,0.998431,0.002539,0.523006
2001_5th_Bolometer_Shot026900-026999_Bolometer026966-001,ok,1ch_raw,821875,821,821.875,0.119406,0.0,0.119406,0.119406,13,19845.90090761251,0.999985,0.01,0.998933,0.002537,0.52312
2001_5th_Bolometer_Shot027000-027099_Bolometer027027-001,ok,1ch_raw,835772,835,835.772,0.116356,0.0,0.116356,0.116356,10,19844.01726378044,0.999985,0.01,0.998541,0.002228,0.523047
2001_5th_Bolometer_Shot027100-027199_Bolometer027110-001,ok,1ch_raw,856800,856,856.8,0.123734,0.0,0.123734,0.123734,16,20081.46139577872,0.999985,0.01,0.997877,0.003026,0.522843
2001_5th_Bolometer_Shot027100-027199_Bolometer027113-001,ok,1ch_raw,816406,816,816.406,0.131,0.0,0.131,0.131,7,19934.144049482435,0.999985,0.01,0.998022,0.004026,0.522821
2001_5th_Bolometer_Shot027100-027199_Bolometer027122-001,ok,1ch_raw,743251,743,743.251,0.077761,0.0,0.077761,0.077761,15,19947.12091225696,0.999969,0.01,0.998124,0.000297,0.523872
2001_5th_Bolometer_Shot027100-027199_Bolometer027139-001,ok,1ch_raw,809635,809,809.635,0.100422,0.0,0.100422,0.100422,6,20010.457018468493,0.999985,0.01,0.997148,0.001066,0.523345
2001_5th_Bolometer_Shot027100-027199_Bolometer027142-001,ok,1ch_raw,808822,808,808.822,0.11794,0.0,0.11794,0.11794,9,20059.200518365007,0.999985,0.01,0.998123,0.002381,0.522725
2001_5th_Bolometer_Shot027100-027199_Bolometer027178-001,ok,1ch_raw,791265,791,791.265,0.096979,0.0,0.096979,0.096979,11,19807.264565341273,0.999985,0.01,0.996755,0.000895,0.523224
2001_5th_Bolometer_Shot027100-027199_Bolometer027194-001,ok,1ch_raw,807283,807,807.283,0.059705,0.0,0.059705,0.059705,12,19885.51135079083,0.999985,0.01,0.997663,7.9e-05,0.523682
2001_5th_Bolometer_Shot027200-027299_Bolometer027239-001,ok,1ch_raw,840963,840,840.963,0.119175,0.0,0.119175,0.119175,12,19911.781638117445,0.999985,0.01,0.998078,0.00251,0.523096
2001_5th_Bolometer_Shot027200-027299_Bolometer027258-001,ok,1ch_raw,746501,746,746.501,0.090217,0.0,0.090217,0.090217,14,19793.257023760365,0.999985,0.01,0.998838,0.000626,0.523988
2001_5th_Bolometer_Shot027300-027399_Bolometer027309-001,ok,1ch_raw,821989,821,821.989,0.106676,0.0,0.106676,0.106676,9,19814.020764488967,0.999985,0.01,0.998984,0.001444,0.523176
2001_5th_Bolometer_Shot027300-027399_Bolometer027355-001,ok,1ch_raw,842092,842,842.092,0.119708,0.0,0.119708,0.119708,11,19886.931214962024,0.999969,0.01,0.998728,0.002569,0.523117
2001_5th_Bolometer_Shot027300-027399_Bolometer027360-001,ok,1ch_raw,844387,844,844.387,0.120841,0.0,0.120841,0.120841,8,19813.230600883217,0.999985,0.01,0.997287,0.002691,0.523519
2001_5th_Bolometer_Shot027300-027399_Bolometer027367-001,ok,1ch_raw,852693,852,852.693,0.120454,0.0,0.120454,0.120454,10,19988.942217289135,1.0,0.01,0.998376,0.002652,0.523678
